Country,Salary,YearsCodedJob,OpenSource,Hobby,CompanySizeNumber,Remote,CareerSatisfaction,Data_scientist,Database_administrator,Desktop_applications_developer,Developer_with_stats_math_background,DevOps,Embedded_developer,Graphic_designer,Graphics_programming,Machine_learning_specialist,Mobile_developer,Quality_assurance_engineer,Systems_administrator,Web_developer
Germany,40860.21505,8,1,1,10,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,115000,20,0,0,20,Remote,7,0,1,1,0,0,0,0,0,0,0,0,0,1
United States,65000,2,0,1,1000,Not remote,8,0,1,1,0,0,0,0,0,0,0,1,1,1
United States,136000,11,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,77272.72727,20,0,1,500,Remote,10,0,0,0,1,0,0,0,0,0,0,0,0,1
Canada,34090.90909,2,0,1,10000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,116000,11,1,1,10,Not remote,9,0,0,0,0,1,0,0,0,0,1,0,1,1
United States,75000,4,1,1,10,Not remote,5,0,0,0,1,0,0,0,0,0,0,0,0,1
United States,110000,3,1,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
India,11011.59888,3,0,1,5000,Not remote,7,0,1,0,0,0,0,0,0,0,1,0,0,1
United Kingdom,36250,10,0,1,1,Not remote,9,1,0,1,1,0,1,0,0,1,1,1,0,1
United States,87500,11,0,1,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,52000,1,1,1,20,Not remote,2,0,1,0,0,0,0,0,0,0,0,0,0,1
Germany,40860.21505,3,0,0,100,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,168000,10,1,1,10,Remote,8,0,0,0,1,0,0,0,0,0,0,0,0,1
United States,55000,2,0,1,500,Not remote,10,0,0,0,0,1,0,0,0,0,1,0,1,1
United States,145000,2,1,1,100,Not remote,7,0,0,0,1,0,1,0,0,0,0,0,0,0
Germany,80645.16129,20,0,1,10000,Not remote,10,0,0,1,1,0,1,0,0,0,0,1,1,0
United Kingdom,56250,6,0,1,1,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,51612.90323,5,0,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,96000,6,1,1,1,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,118750,7,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,110000,20,1,0,1,Not remote,7,0,1,1,0,1,0,0,0,0,0,0,1,1
United States,110000,20,0,1,5000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,0
Germany,66666.66667,16,1,0,20,Not remote,9,0,1,1,0,1,0,0,0,0,1,1,0,1
United States,140000,9,0,1,1000,Remote,10,0,1,0,0,1,0,0,0,0,0,0,1,1
United States,65000,3,0,1,20,Not remote,7,0,0,0,0,0,0,1,0,0,0,0,0,1
United States,120000,19,0,0,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,112000,15,1,1,1000,Not remote,8,0,0,1,1,0,0,0,0,0,0,0,0,1
India,2936.426369,9,0,0,5000,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,127000,20,1,0,1000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,90000,18,0,0,1,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,130000,12,0,1,5000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
India,5138.746146,3,1,0,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
India,6562.912935,1,0,1,10000,Not remote,3,0,1,0,0,0,0,0,0,0,0,0,1,1
United States,150000,16,1,1,10000,Not remote,8,1,0,0,0,0,0,0,0,1,0,0,0,0
United States,79000,14,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,75000,2,0,1,100,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,108000,18,1,1,20,Not remote,10,0,1,1,0,1,1,0,0,0,1,1,1,1
United States,120000,15,1,1,20,Not remote,6,0,0,1,0,0,0,0,0,0,1,0,0,1
United States,70000,2,0,1,10000,Not remote,7,0,1,1,0,0,0,0,0,0,0,0,1,1
United Kingdom,50000,4,0,0,1000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,58064.51613,7,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,49242.42424,9,0,0,10000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,48750,5,1,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,1
Canada,72727.27273,9,0,1,10000,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,45000,1,0,1,1,Not remote,7,0,0,0,0,0,1,0,0,0,1,0,0,1
United States,125000,8,1,1,100,Not remote,10,0,0,1,0,1,0,0,0,0,0,0,0,1
United States,70000,5,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,95000,14,0,1,10000,Not remote,10,0,1,1,0,1,0,0,0,0,0,0,1,0
Canada,43939.39394,3,1,1,500,Not remote,9,1,1,1,1,0,1,0,1,0,1,0,0,1
United Kingdom,40000,1,0,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,1
India,3523.711643,3,1,1,20,Not remote,7,0,0,0,0,1,0,0,0,0,1,0,0,1
United States,93000,12,0,1,10000,Not remote,6,1,0,1,1,0,0,0,0,0,0,0,0,0
Germany,59139.78495,7,1,0,1,Remote,6,0,1,1,0,1,1,0,0,0,0,0,1,1
Canada,50757.57576,10,0,0,500,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
Germany,53763.44086,4,0,1,20,Not remote,6,0,0,0,0,0,1,0,0,0,0,0,1,0
United States,98000,4,0,1,10000,Not remote,7,0,0,0,1,0,0,0,0,0,0,0,0,0
United States,85000,12,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,62500,10,0,1,20,Not remote,8,0,0,0,0,0,0,1,0,0,0,0,0,1
United States,96000,19,0,0,10,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,83000,5,0,1,5000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,99000,7,1,1,5000,Not remote,7,0,0,0,0,1,0,0,0,0,0,1,0,1
Canada,45454.54545,11,1,1,100,Not remote,7,1,1,0,1,1,1,0,0,1,1,1,1,1
United States,72000,7,0,1,20,Not remote,10,0,1,0,0,0,0,0,0,0,0,0,0,1
United States,115000,12,0,0,10000,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,42000,4,1,1,10000,Not remote,8,0,0,1,1,0,0,1,0,0,1,0,0,1
Canada,49242.42424,5,0,1,10,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,47500,11,1,1,10000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,42750,1,0,0,1000,Not remote,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Germany,46236.55914,14,0,1,100,Not remote,2,0,1,1,0,1,0,0,0,0,0,0,1,1
United Kingdom,64062.5,9,0,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,1,1
India,22023.19777,7,1,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,47500,4,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,120000,5,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,120000,16,0,1,20,Remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,36875,3,0,1,20,Not remote,6,0,1,1,0,1,0,0,0,0,0,0,1,1
United States,60000,3,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,170000,16,1,1,10000,Remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,120000,19,1,1,100,Remote,10,0,0,0,0,1,0,0,0,0,1,0,1,1
United States,72000,6,0,1,20,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,110000,6,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,120000,4,1,1,100,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1
Canada,53030.30303,10,0,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,120000,3,1,1,5000,Not remote,10,0,0,0,1,0,0,0,0,1,0,0,0,1
United States,125000,11,0,1,1,Not remote,9,0,1,1,0,0,0,0,0,0,1,0,0,1
Canada,71000,6,1,1,100,Not remote,5,0,0,0,1,1,0,0,0,0,0,0,0,1
United States,120000,6,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,172000,12,0,1,500,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,0
United States,106000,10,1,1,10000,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,43750,6,0,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,60000,4,0,0,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,42424.24242,1,1,1,5000,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,1,1
Canada,53030.30303,5,0,1,100,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,25000,2,0,1,10,Remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,68000,1,1,0,20,Not remote,9,0,0,1,0,0,1,0,0,0,0,0,0,0
United States,104000,20,0,0,1,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
India,5872.852738,2,1,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
Canada,47348.48485,3,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,1,0,0
United States,1.00E+05,16,0,1,20,Remote,8,0,0,1,0,0,0,0,1,0,0,0,0,0
United States,60000,19,0,0,1000,Not remote,9,0,1,0,0,0,0,0,0,0,0,0,0,0
Canada,47727.27273,20,0,1,500,Not remote,7,0,0,0,0,0,0,1,0,0,0,0,0,1
United States,80000,3,0,1,10,Not remote,10,0,1,1,0,1,0,0,0,0,0,0,1,1
United States,88000,10,1,1,500,Not remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,1.00E+05,16,1,1,10000,Not remote,9,1,1,0,0,1,1,0,0,0,0,0,1,0
United States,45000,2,0,1,10000,Not remote,6,0,0,1,0,0,0,0,0,0,1,0,0,1
United Kingdom,43750,8,0,0,20,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,0,1
United Kingdom,58750,19,0,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,92000,10,1,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,110000,1,0,1,500,Remote,5,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,70000,16,0,1,1,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,60000,2,0,1,1,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,50000,0,0,1,500,Not remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,165000,20,0,0,5000,Not remote,6,0,0,0,1,0,1,0,0,0,0,0,0,1
United States,70000,2,1,1,500,Not remote,10,0,0,0,0,0,0,0,0,0,0,1,0,0
United States,125000,17,0,1,20,Not remote,6,0,1,1,0,0,0,0,0,0,0,0,1,1
Canada,59090.90909,10,0,1,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,30000,8,1,1,20,Not remote,6,0,0,1,0,1,0,1,1,0,1,0,0,1
United States,75000,20,0,1,100,Not remote,4,0,1,1,0,0,0,0,0,0,0,0,1,1
Canada,43181.81818,2,0,0,100,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,0
United States,135000,3,1,1,10000,Not remote,6,0,0,1,1,0,1,0,0,0,0,0,0,0
United States,130000,17,1,0,500,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,1
Canada,60606.06061,1,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
Canada,55303.0303,2,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,70000,3,0,1,500,Not remote,6,1,1,1,0,1,0,0,0,0,0,0,1,1
United States,108000,5,0,1,10000,Remote,7,1,0,0,0,0,0,0,0,1,0,0,0,0
United States,195000,16,1,1,10,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1
Canada,96969.69697,10,0,1,10000,Not remote,4,0,0,0,0,0,1,0,0,0,0,0,0,0
India,10571.13493,5,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,17618.55821,2,0,1,1,Remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
United Kingdom,43750,3,1,0,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,45161.29032,5,0,1,1000,Not remote,2,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,115000,12,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,52500,4,1,1,20,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,0
Canada,58333.33333,20,1,1,20,Not remote,10,1,1,1,1,0,1,1,0,0,1,1,1,1
United States,34000,2,1,1,10,Not remote,10,0,0,0,1,0,0,0,0,0,0,0,0,1
United States,68000,2,0,1,1000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,125000,4,1,1,20,Not remote,8,0,0,0,0,1,0,0,0,0,1,0,0,1
United States,74500,5,0,1,500,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,1.00E+05,1,0,1,100,Not remote,8,1,0,0,0,0,0,0,0,0,0,0,0,0
United States,127000,4,1,0,5000,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,0
Canada,71969.69697,11,1,1,100,Remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,130000,15,0,0,20,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,41250,8,0,0,5000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,53750,3,0,1,500,Remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,50000,3,0,0,10,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,40000,2,0,1,10000,Not remote,7,0,0,0,0,1,1,0,0,0,0,0,0,0
United States,110000,7,0,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
Canada,36363.63636,1,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,105000,6,1,1,10000,Not remote,9,0,0,1,1,0,0,0,0,1,1,0,0,1
Germany,79569.89247,12,0,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
India,1497.577448,0,0,0,20,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,48387.09677,6,1,1,20,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,1,1
Canada,37878.78788,3,0,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,125000,12,1,1,10000,Not remote,8,0,1,1,0,1,0,0,0,0,1,0,1,1
United Kingdom,62500,7,0,1,10,Not remote,9,0,0,1,0,0,0,0,0,0,1,0,0,1
United States,62000,5,0,1,500,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,1,0
United States,110000,5,0,1,10,Remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,75000,5,1,1,10,Not remote,5,0,0,0,1,0,0,0,0,0,1,0,0,1
United Kingdom,131250,20,1,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,26515.15152,3,0,1,1,Not remote,9,0,1,1,0,0,1,0,0,0,1,0,1,1
Germany,80645.16129,14,1,1,1000,Not remote,5,0,0,0,0,1,0,0,0,0,0,0,0,1
United Kingdom,34375,6,0,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
India,17618.55821,3,0,1,100,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,1
Germany,14051.6129,4,0,1,10000,Not remote,10,1,0,0,0,1,0,0,0,1,0,0,1,0
United States,110000,20,0,1,100,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,59139.78495,4,1,1,1,Not remote,7,0,0,0,0,0,1,0,0,0,0,0,0,1
Canada,113636.3636,15,0,0,1000,Not remote,9,0,1,0,0,1,0,0,0,0,1,0,0,1
United Kingdom,50000,6,0,0,10,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,112500,12,1,1,100,Not remote,7,0,0,0,1,1,0,0,0,0,0,0,0,1
United States,118000,18,0,1,10000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,137000,10,0,0,100,Not remote,7,0,1,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,52500,13,1,1,100,Not remote,8,0,0,1,0,1,0,0,0,0,0,0,0,1
United States,117300,7,1,1,5000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,144550,10,0,1,10000,Not remote,9,0,0,1,0,0,0,0,0,0,1,0,0,0
United States,165000,20,0,1,1000,Remote,9,0,0,1,0,1,0,0,0,0,1,0,0,1
United States,45000,3,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,33750,4,0,0,10000,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,35000,1,0,0,100,Not remote,6,0,1,0,0,0,0,0,0,0,1,0,1,1
United Kingdom,68750,9,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,33750,4,0,1,10,Not remote,6,0,1,0,0,1,0,0,0,0,0,0,1,1
United States,160000,20,1,0,10000,Not remote,6,1,1,1,0,1,0,0,1,1,0,0,0,1
United States,66800,5,0,1,10000,Not remote,2,0,0,1,1,0,0,0,1,0,1,0,0,1
United States,60000,4,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,110000,4,0,1,20,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0
Germany,45161.29032,4,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,59139.78495,17,1,0,10,Not remote,8,0,1,1,0,0,1,0,0,0,1,0,1,1
United States,105000,7,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,1.00E+05,8,1,1,100,Not remote,7,0,1,0,0,0,0,0,0,0,0,0,0,1
United States,38000,3,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,62500,6,1,1,20,Not remote,8,0,1,1,0,1,0,0,0,0,0,0,1,1
United States,120000,20,0,1,20,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,1,1
Canada,37878.78788,13,1,1,100,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1
United Kingdom,62500,5,0,0,10000,Not remote,6,0,1,0,0,0,0,0,0,0,0,0,0,0
United States,82323,5,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,108000,14,1,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,120000,2,0,0,1000,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,59000,1,0,0,100,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,50000,14,1,1,1,Not remote,6,0,0,0,1,1,0,0,0,0,1,0,0,1
United States,170000,2,1,1,100,Not remote,7,1,0,0,1,0,0,0,0,1,0,0,0,0
United States,66000,2,0,1,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,125000,11,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,50400,2,0,0,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,1,0,0
United States,48000,3,0,1,100,Not remote,9,1,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,35000,4,1,1,10,Not remote,9,0,1,1,0,0,0,0,0,0,1,0,1,1
India,11452.06284,5,1,1,10000,Not remote,6,1,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,26250,9,0,0,10,Not remote,6,0,1,1,0,1,0,0,0,0,1,0,1,1
United States,140000,16,0,0,10000,Remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,75000,15,0,1,1000,Not remote,7,1,1,1,1,0,0,0,0,1,0,0,0,1
Germany,22193.54839,1,0,1,20,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1
United Kingdom,25000,0,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,105000,2,0,0,1000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,39393.93939,2,0,0,20,Not remote,8,0,0,0,0,0,1,0,0,0,0,1,0,0
United States,92500,4,1,1,10000,Not remote,6,1,0,0,1,1,0,0,0,0,0,0,0,0
United States,50000,4,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
Canada,53030.30303,15,0,1,20,Not remote,9,0,0,0,0,0,0,1,0,0,0,0,0,1
United States,99000,6,0,0,10000,Remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,170000,20,1,1,10000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,63000,3,1,1,10000,Remote,6,0,1,1,0,0,0,0,0,0,0,1,0,1
Germany,28387.09677,3,0,0,1000,Not remote,5,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,150000,11,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
United Kingdom,42500,1,0,1,10000,Not remote,8,1,0,0,1,1,0,0,0,0,0,1,1,1
Germany,43010.75269,2,0,0,20,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,0,1
Germany,81720.43011,20,0,0,1,Not remote,7,0,0,0,0,0,1,0,0,0,0,0,0,0
United States,74000,11,1,1,10000,Not remote,8,1,1,1,1,0,0,0,0,1,0,0,0,0
United States,85000,4,0,1,10000,Not remote,8,0,1,1,0,0,0,0,0,0,1,0,0,1
United States,82000,6,0,0,1000,Not remote,4,1,1,0,0,0,0,0,0,0,0,0,0,0
United States,97000,4,1,1,10000,Not remote,5,0,0,1,0,0,0,0,0,0,1,1,0,1
United States,138000,10,0,1,20,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0
United Kingdom,71250,10,0,1,1000,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,101000,6,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,92900,2,0,1,10000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,93750,9,0,0,10,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
Germany,60215.05376,6,1,1,500,Not remote,8,0,0,0,1,0,1,0,0,0,0,0,0,0
India,11745.70548,3,0,0,500,Not remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1
India,4404.639554,2,1,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,70967.74194,9,0,0,500,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1
United Kingdom,52500,19,0,1,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,0
India,15000,2,1,0,20,Not remote,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Germany,41290.32258,9,1,0,500,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,50000,10,0,0,1,Remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,68750,4,0,1,10000,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,1,1
United States,60000,20,1,1,20,Not remote,9,0,0,0,0,1,0,0,0,0,0,0,0,0
United States,1.00E+05,20,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,82000,7,0,1,500,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,96000,14,0,1,500,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,63000,4,0,1,10,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,1
United States,185000,14,1,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,135000,11,1,1,10,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,1
United States,95000,8,0,1,100,Not remote,9,0,0,1,0,0,1,0,0,0,0,0,0,1
India,7708.119219,2,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,77419.35484,4,0,1,10000,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,0,0
United Kingdom,29375,1,0,1,20,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,51612.90323,6,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,94750,6,1,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,93000,2,1,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,57750,5,1,1,500,Not remote,10,0,0,1,0,0,1,0,0,0,0,0,0,1
United States,127000,8,0,0,10000,Not remote,5,0,0,0,1,0,0,0,0,0,0,0,0,1
United States,72000,2,0,1,10000,Not remote,8,1,1,1,0,0,0,0,0,1,0,0,0,1
Germany,55913.97849,12,1,1,100,Not remote,7,0,1,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,87500,5,0,1,20,Not remote,8,0,0,0,0,0,1,0,1,0,1,0,0,0
Germany,45161.29032,8,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,48125,8,0,0,10,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,61290.32258,4,0,0,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,37500,3,0,1,1000,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,45454.54545,6,0,1,20,Not remote,7,0,0,0,1,0,0,0,0,0,1,0,0,0
Germany,48387.09677,10,0,1,1,Not remote,9,0,0,1,0,0,0,1,1,0,0,0,0,0
India,8809.279107,1,1,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,1.00E+05,2,1,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
India,7047.423286,1,0,1,100,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,38709.67742,4,1,1,100,Not remote,3,0,0,0,0,0,0,0,0,0,1,0,0,0
India,4991.924827,2,0,0,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,43010.75269,5,1,1,20,Not remote,8,0,0,0,1,0,0,0,0,0,1,0,1,1
United Kingdom,71250,12,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,115000,20,0,1,10000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,75000,8,1,1,5000,Not remote,5,1,0,0,1,0,0,0,0,0,0,0,0,1
United States,102500,5,0,1,100,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,92500,2,1,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,139000,17,1,0,1000,Not remote,8,0,0,1,1,0,0,0,0,0,0,0,0,1
United States,135000,5,0,1,5000,Not remote,6,1,0,0,1,0,0,0,0,0,0,0,0,1
United States,55000,2,1,1,1,Not remote,8,0,1,0,0,1,0,0,0,0,1,1,1,1
United States,70000,3,0,1,100,Not remote,5,0,0,0,1,0,0,1,0,0,0,0,0,1
