childid,catholic,race,number_places_lived,mom_age,dad_age,dad_education,mom_education,mom_score,dad_score,income,poverty,food_stamps,score_standardized
1176020C,0,"WHITE, NON-HISPANIC",1,49,61,DOCTORATE OR PROFESSIONAL DEGREE,"MASTER'S DEGREE (MA, MS)",52.54,77.5,200001,0,0,0.409491258
1176023C,0,"WHITE, NON-HISPANIC",1,42,54,"MASTER'S DEGREE (MA, MS)",HIGH SCHOOL DIPLOMA/EQUIVALENT,35.78,53.5,200001,0,0,1.24271471
1176025C,0,"WHITE, NON-HISPANIC",1,42,54,"MASTER'S DEGREE (MA, MS)",HIGH SCHOOL DIPLOMA/EQUIVALENT,35.78,53.5,200001,0,0,1.335054892
1179003C,0,"HISPANIC, RACE SPECIFIED",1,41,42,9TH - 12TH GRADE,8TH GRADE OR BELOW,35.78,33.42,17500.5,1,0,-1.219896041
1179006C,0,"HISPANIC, RACE SPECIFIED",1,28,32,SOME COLLEGE,VOC/TECH PROGRAM,38.18,64.89,87500.5,0,0,-0.930831122
1179013C,0,"HISPANIC, RACE NOT SPECIFIED",1,34,34,9TH - 12TH GRADE,9TH - 12TH GRADE,33.42,33.42,12500.5,1,0,-1.134453063
1179014C,0,"HISPANIC, RACE NOT SPECIFIED",1,41,37,8TH GRADE OR BELOW,HIGH SCHOOL DIPLOMA/EQUIVALENT,35.78,39.2,32500.5,0,0,-0.754077395
1179020C,0,"HISPANIC, RACE SPECIFIED",1,42,45,8TH GRADE OR BELOW,8TH GRADE OR BELOW,34.95,39.2,32500.5,0,0,-0.93968425
1179023C,0,"HISPANIC, RACE SPECIFIED",1,40,39,8TH GRADE OR BELOW,9TH - 12TH GRADE,34.95,33.42,12500.5,1,0,-1.127349972
1180004C,0,"WHITE, NON-HISPANIC",1,45,42,BACHELOR'S DEGREE,"MASTER'S DEGREE (MA, MS)",72.1,35.78,87500.5,0,0,0.292032899
1181002C,0,"MORE THAN ONE RACE, NON HISPANIC",1,38,37,"MASTER'S DEGREE (MA, MS)","MASTER'S DEGREE (MA, MS)",34.95,34.95,87500.5,0,0,2.028275392
1181005C,0,"HISPANIC, RACE NOT SPECIFIED",1,35,38,BACHELOR'S DEGREE,VOC/TECH PROGRAM,38.18,53.5,7500.5,1,0,-0.561882166
1181006C,0,"HISPANIC, RACE NOT SPECIFIED",1,30,31,SOME COLLEGE,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,63.43,39.2,150000.5,0,0,-0.885330163
1181007C,0,"WHITE, NON-HISPANIC",1,40,38,VOC/TECH PROGRAM,BACHELOR'S DEGREE,52.54,35.78,45000.5,0,0,1.533941439
1181009C,0,"WHITE, NON-HISPANIC",1,34,32,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,53.5,150000.5,0,0,-0.540367006
1181011C,0,"WHITE, NON-HISPANIC",1,41,40,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,35.78,33.42,62500.5,0,0,0.395696849
1181012C,0,"WHITE, NON-HISPANIC",1,33,33,"MASTER'S DEGREE (MA, MS)","MASTER'S DEGREE (MA, MS)",34.95,53.5,150000.5,0,0,0.367593316
1181013C,0,"WHITE, NON-HISPANIC",1,39,44,VOC/TECH PROGRAM,SOME COLLEGE,38.18,53.5,200001,0,0,0.387152552
1181017C,0,"WHITE, NON-HISPANIC",1,39,43,BACHELOR'S DEGREE,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,63.43,53.5,150000.5,0,0,0.720894883
1181018C,0,"WHITE, NON-HISPANIC",1,42,43,SOME COLLEGE,BACHELOR'S DEGREE,35.78,53.5,87500.5,0,0,1.456630985
1182001C,0,ASIAN,1,40,43,BACHELOR'S DEGREE,BACHELOR'S DEGREE,38.18,35.78,45000.5,0,0,0.480110394
1182002C,0,ASIAN,1,36,37,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,38.18,35.78,62500.5,0,0,-0.852697122
1182004C,0,ASIAN,1,45,44,SOME COLLEGE,BACHELOR'S DEGREE,38.18,39.2,87500.5,0,0,-0.134770219
1182005C,0,"HISPANIC, RACE SPECIFIED",1,43,44,BACHELOR'S DEGREE,BACHELOR'S DEGREE,53.5,33.42,87500.5,0,0,-1.090805084
1182008C,0,"WHITE, NON-HISPANIC",1,40,42,BACHELOR'S DEGREE,"MASTER'S DEGREE (MA, MS)",61.56,39.18,150000.5,0,0,1.189081226
1182009C,0,"WHITE, NON-HISPANIC",1,41,43,BACHELOR'S DEGREE,BACHELOR'S DEGREE,52.54,52.54,150000.5,0,0,0.829088341
1182012C,0,"WHITE, NON-HISPANIC",1,42,47,SOME COLLEGE,BACHELOR'S DEGREE,61.56,35.78,150000.5,0,0,0.357916641
1182019C,0,"WHITE, NON-HISPANIC",1,42,36,BACHELOR'S DEGREE,BACHELOR'S DEGREE,53.5,53.5,150000.5,0,0,1.696900758
1182021C,0,"WHITE, NON-HISPANIC",1,46,47,"MASTER'S DEGREE (MA, MS)",GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,61.56,53.5,150000.5,0,0,-0.411584879
1182023C,0,"HISPANIC, RACE NOT SPECIFIED",1,38,45,9TH - 12TH GRADE,9TH - 12TH GRADE,34.95,61.56,27500.5,0,0,0.018615369
1190002C,0,ASIAN,1,42,45,"MASTER'S DEGREE (MA, MS)","MASTER'S DEGREE (MA, MS)",35.78,64.89,37500.5,0,0,0.350401777
1190005C,0,ASIAN,1,35,35,SOME COLLEGE,SOME COLLEGE,34.95,29.6,17500.5,0,0,0.291827012
1190010C,0,"HISPANIC, RACE NOT SPECIFIED",1,39,38,9TH - 12TH GRADE,VOC/TECH PROGRAM,38.18,39.2,17500.5,1,0,0.391887946
1190016C,0,"HISPANIC, RACE SPECIFIED",1,34,34,9TH - 12TH GRADE,9TH - 12TH GRADE,33.42,33.42,27500.5,1,0,-1.860306604
1190021C,0,"HISPANIC, RACE SPECIFIED",1,30,32,VOC/TECH PROGRAM,VOC/TECH PROGRAM,34.95,39.2,62500.5,0,0,-2.074016993
1191002C,1,"NATIVE HAWAIIAN, OTHER PACIFIC ISLANDER",1,48,60,BACHELOR'S DEGREE,BACHELOR'S DEGREE,62.87,64.89,87500.5,0,0,0.884677748
1191005C,1,ASIAN,1,40,41,SOME COLLEGE,BACHELOR'S DEGREE,61.56,38.18,87500.5,0,0,0.096131709
1191006C,1,ASIAN,1,41,38,SOME COLLEGE,BACHELOR'S DEGREE,38.18,38.18,62500.5,0,0,0.246943713
1191008C,1,ASIAN,1,50,59,"MASTER'S DEGREE (MA, MS)",GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,53.5,35.78,150000.5,0,0,1.163654219
1191009C,1,"MORE THAN ONE RACE, NON HISPANIC",1,47,36,SOME COLLEGE,BACHELOR'S DEGREE,38.18,38.18,62500.5,0,0,-0.09668118
1191010C,1,ASIAN,1,41,40,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,SOME COLLEGE,38.18,57.83,150000.5,0,0,1.153359885
1191014C,1,ASIAN,1,44,41,SOME COLLEGE,BACHELOR'S DEGREE,57.83,53.5,45000.5,0,0,-0.817490497
1191016C,1,ASIAN,2,42,41,BACHELOR'S DEGREE,BACHELOR'S DEGREE,53.5,38.18,87500.5,0,0,0.213384182
1191017C,1,ASIAN,1,41,40,BACHELOR'S DEGREE,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,53.5,53.5,87500.5,0,0,0.32466594
1191018C,1,ASIAN,1,34,36,BACHELOR'S DEGREE,BACHELOR'S DEGREE,57.83,29.6,37500.5,0,0,-0.683870032
1191021C,1,"HISPANIC, RACE NOT SPECIFIED",1,38,38,SOME COLLEGE,SOME COLLEGE,53.5,38.18,37500.5,0,0,-0.285273392
1191022C,1,"HISPANIC, RACE NOT SPECIFIED",1,41,42,BACHELOR'S DEGREE,BACHELOR'S DEGREE,57.83,64.89,87500.5,0,0,-0.734724046
1192001C,0,ASIAN,1,32,43,VOC/TECH PROGRAM,BACHELOR'S DEGREE,38.18,52.54,45000.5,0,0,0.230575721
1192005C,0,"NATIVE HAWAIIAN, OTHER PACIFIC ISLANDER",1,39,44,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,53.5,22500.5,0,0,0.048880713
1192007C,0,"HISPANIC, RACE NOT SPECIFIED",1,37,49,VOC/TECH PROGRAM,SOME COLLEGE,53.5,34.95,32500.5,0,0,-2.107267694
1192014C,0,"WHITE, NON-HISPANIC",1,39,41,HIGH SCHOOL DIPLOMA/EQUIVALENT,BACHELOR'S DEGREE,38.18,39.18,7500.5,1,0,0.393329152
1192020C,0,"HISPANIC, RACE NOT SPECIFIED",1,39,41,9TH - 12TH GRADE,9TH - 12TH GRADE,38.18,53.5,17500.5,0,0,-1.68489114
1193002C,0,ASIAN,1,49,50,BACHELOR'S DEGREE,BACHELOR'S DEGREE,53.5,64.89,87500.5,0,0,-0.117784566
1193003C,0,"HISPANIC, RACE SPECIFIED",1,30,38,SOME COLLEGE,SOME COLLEGE,34.95,53.5,37500.5,0,0,0.282973884
1193007C,0,"WHITE, NON-HISPANIC",1,53,53,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,33.42,87500.5,0,0,0.415873745
1193008C,0,"HISPANIC, RACE NOT SPECIFIED",3,35,35,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,34.95,87500.5,0,0,0.444286109
1193009C,0,"HISPANIC, RACE SPECIFIED",1,36,36,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,53.5,62500.5,0,0,0.242414205
1194005C,0,ASIAN,1,40,42,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,34.95,38.18,45000.5,0,0,-0.379569498
1194007C,0,ASIAN,1,39,46,SOME COLLEGE,BACHELOR'S DEGREE,48.69,35.78,17500.5,1,0,0.221722593
1194010C,0,ASIAN,1,31,33,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,35.78,34.95,37500.5,0,0,0.057219124
1194024C,0,"HISPANIC, RACE SPECIFIED",1,31,32,SOME COLLEGE,SOME COLLEGE,35.78,35.78,87500.5,0,0,1.09262331
1198001C,0,ASIAN,1,44,43,BACHELOR'S DEGREE,SOME COLLEGE,35.78,35.78,17500.5,1,0,0.217090142
1198016C,0,"HISPANIC, RACE SPECIFIED",1,38,39,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,29.6,29.6,32500.5,0,0,0.864294966
1204001C,1,"MORE THAN ONE RACE, NON HISPANIC",1,40,43,"MASTER'S DEGREE (MA, MS)",SOME COLLEGE,34.95,64.89,87500.5,0,0,0.35174004
1204002C,0,"NATIVE HAWAIIAN, OTHER PACIFIC ISLANDER",1,43,48,DOCTORATE OR PROFESSIONAL DEGREE,DOCTORATE OR PROFESSIONAL DEGREE,48.69,53.5,87500.5,0,0,1.503676095
1204003C,1,"WHITE, NON-HISPANIC",1,41,40,BACHELOR'S DEGREE,BACHELOR'S DEGREE,61.56,64.89,87500.5,0,0,0.668908493
1204004C,1,"WHITE, NON-HISPANIC",1,41,40,DOCTORATE OR PROFESSIONAL DEGREE,BACHELOR'S DEGREE,35.78,53.5,87500.5,0,0,-0.802666655
1204007C,1,"WHITE, NON-HISPANIC",2,41,39,"MASTER'S DEGREE (MA, MS)",SOME COLLEGE,38.18,34.95,150000.5,0,0,0.22779625
1204008C,1,"WHITE, NON-HISPANIC",1,42,43,SOME COLLEGE,SOME COLLEGE,35.78,34.95,87500.5,0,0,0.236134661
1204009C,1,"WHITE, NON-HISPANIC",1,42,42,SOME COLLEGE,SOME COLLEGE,63.43,52.54,87500.5,0,0,0.22779625
1204010C,1,"WHITE, NON-HISPANIC",1,46,51,DOCTORATE OR PROFESSIONAL DEGREE,SOME COLLEGE,61.56,59,87500.5,0,0,0.631128284
1204011C,1,"HISPANIC, RACE SPECIFIED",1,39,50,HIGH SCHOOL DIPLOMA/EQUIVALENT,BACHELOR'S DEGREE,35.78,34.95,150000.5,0,0,0.225222666
1204012C,1,"WHITE, NON-HISPANIC",1,38,38,BACHELOR'S DEGREE,BACHELOR'S DEGREE,61.56,53.5,150000.5,0,0,0.893736763
1204013C,1,"WHITE, NON-HISPANIC",1,45,45,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,53.5,29.6,87500.5,0,0,0.187442458
1204015C,1,"HISPANIC, RACE NOT SPECIFIED",1,37,42,SOME COLLEGE,SOME COLLEGE,53.5,39.2,87500.5,0,0,0.659849478
1204016C,1,"HISPANIC, RACE NOT SPECIFIED",1,35,38,SOME COLLEGE,SOME COLLEGE,34.95,62.87,150000.5,0,0,0.823117627
1204017C,1,"WHITE, NON-HISPANIC",1,40,41,VOC/TECH PROGRAM,BACHELOR'S DEGREE,38.18,39.2,62500.5,0,0,-0.749959661
1204019C,1,"MORE THAN ONE RACE, NON HISPANIC",1,27,34,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,53.5,150000.5,0,0,-0.276420264
1204021C,0,"WHITE, NON-HISPANIC",1,36,36,SOME COLLEGE,BACHELOR'S DEGREE,63.43,34.95,87500.5,0,0,0.116514492
1204023C,1,"HISPANIC, RACE SPECIFIED",1,39,45,BACHELOR'S DEGREE,BACHELOR'S DEGREE,61.56,64.89,150000.5,0,0,0.379431801
1204024C,1,"WHITE, NON-HISPANIC",1,40,46,SOME COLLEGE,SOME COLLEGE,61.56,61.56,62500.5,0,0,-0.391819756
1205002C,0,"WHITE, NON-HISPANIC",1,37,41,BACHELOR'S DEGREE,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,53.5,37500.5,0,0,-0.878227072
1205014C,0,"HISPANIC, RACE SPECIFIED",2,41,41,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,52.54,45000.5,0,0,1.306333698
1205015C,0,"HISPANIC, RACE SPECIFIED",1,28,31,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,53.5,22500.5,0,0,-1.140629664
1205018C,0,"HISPANIC, RACE SPECIFIED",1,34,36,HIGH SCHOOL DIPLOMA/EQUIVALENT,VOC/TECH PROGRAM,38.18,35.63,62500.5,0,0,-2.08256129
1208012C,0,"WHITE, NON-HISPANIC",1,44,43,SOME COLLEGE,SOME COLLEGE,38.18,38.18,45000.5,0,0,-0.984052833
1208015C,0,"HISPANIC, RACE NOT SPECIFIED",1,44,37,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,38.18,35.92,27500.5,1,0,-0.29752365
1208019C,0,"HISPANIC, RACE NOT SPECIFIED",1,42,51,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,34.95,35.92,37500.5,0,0,-1.31305977
1208021C,0,"HISPANIC, RACE SPECIFIED",1,28,38,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,38.18,45000.5,0,0,-0.256963972
1208023C,0,"HISPANIC, RACE SPECIFIED",2,30,32,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,35.78,39.2,27500.5,0,0,-2.192916559
1209009C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",2,40,38,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,VOC/TECH PROGRAM,57.83,63.43,87500.5,0,0,-0.71825311
1210002C,0,ASIAN,2,39,41,SOME COLLEGE,BACHELOR'S DEGREE,38.18,34.95,12500.5,1,1,0.007188657
1210006C,0,"WHITE, NON-HISPANIC",1,43,43,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,SOME COLLEGE,35.78,63.43,150000.5,0,0,-0.407055372
1210007C,0,"WHITE, NON-HISPANIC",1,33,41,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,BACHELOR'S DEGREE,57.83,48.69,45000.5,0,0,-0.181712385
1210012C,0,"HISPANIC, RACE SPECIFIED",1,39,44,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,34.95,45000.5,0,0,-2.427215617
1210015C,0,"HISPANIC, RACE NOT SPECIFIED",1,25,23,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,34.95,62500.5,0,0,-0.995685431
1210025C,0,"WHITE, NON-HISPANIC",1,43,43,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,SOME COLLEGE,35.78,63.43,150000.5,0,0,-0.305862062
1213004C,0,"HISPANIC, RACE SPECIFIED",1,40,44,9TH - 12TH GRADE,9TH - 12TH GRADE,38.18,33.42,62500.5,0,0,0.712041755
1213007C,0,"HISPANIC, RACE NOT SPECIFIED",1,28,28,9TH - 12TH GRADE,SOME COLLEGE,38.18,57.83,12500.5,1,1,-0.728547445
1213011C,0,"HISPANIC, RACE NOT SPECIFIED",1,34,41,HIGH SCHOOL DIPLOMA/EQUIVALENT,VOC/TECH PROGRAM,38.18,33.42,37500.5,0,1,0.917104903
1213022C,0,"HISPANIC, RACE SPECIFIED",1,36,36,8TH GRADE OR BELOW,8TH GRADE OR BELOW,35.78,39.2,17500.5,1,0,0.184868874
1213024C,0,"HISPANIC, RACE NOT SPECIFIED",2,41,41,8TH GRADE OR BELOW,8TH GRADE OR BELOW,33.42,29.6,12500.5,1,0,-1.596771635
1215006C,0,ASIAN,2,42,51,9TH - 12TH GRADE,9TH - 12TH GRADE,33.42,34.95,37500.5,0,1,0.692688406
1215008C,0,ASIAN,1,49,49,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,34.95,33.42,12500.5,1,1,1.449939668
1215020C,0,"HISPANIC, RACE SPECIFIED",1,29,30,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,33.42,37.67,17500.5,1,0,-1.382031813
1216001C,0,ASIAN,1,37,34,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,38.18,37.67,62500.5,0,0,0.02911559
1216004C,0,ASIAN,1,39,46,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,37.67,63.43,22500.5,0,0,-2.895196073
1216020C,0,"HISPANIC, RACE SPECIFIED",2,44,38,BACHELOR'S DEGREE,BACHELOR'S DEGREE,34.95,33.42,22500.5,0,0,0.730777444
1217010C,0,"HISPANIC, RACE SPECIFIED",1,42,51,8TH GRADE OR BELOW,8TH GRADE OR BELOW,34.95,33.42,17500.5,1,0,-1.590183261
1217011C,0,"HISPANIC, RACE SPECIFIED",1,33,47,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,39.2,37500.5,0,0,1.292745177
1217016C,0,"HISPANIC, RACE SPECIFIED",1,32,40,BACHELOR'S DEGREE,SOME COLLEGE,35.92,35.92,45000.5,0,0,0.466418929
1217023C,0,"HISPANIC, RACE SPECIFIED",1,30,34,8TH GRADE OR BELOW,8TH GRADE OR BELOW,33.42,39.2,32500.5,0,0,-1.495887155
1218008C,0,"HISPANIC, RACE SPECIFIED",1,48,60,8TH GRADE OR BELOW,9TH - 12TH GRADE,34.95,34.95,27500.5,0,0,-2.32674291
1218009C,0,"HISPANIC, RACE SPECIFIED",1,42,39,8TH GRADE OR BELOW,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,33.42,22500.5,1,0,-0.36577509
1218011C,0,"HISPANIC, RACE SPECIFIED",1,38,40,HIGH SCHOOL DIPLOMA/EQUIVALENT,BACHELOR'S DEGREE,38.18,39.2,37500.5,0,0,-0.22000731
1218021C,0,"HISPANIC, RACE SPECIFIED",1,30,31,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,38.18,39.18,27500.5,0,0,-1.862468414
1218025C,0,"HISPANIC, RACE SPECIFIED",1,48,60,8TH GRADE OR BELOW,9TH - 12TH GRADE,34.95,34.95,27500.5,0,0,-0.742753627
1219001C,0,"HISPANIC, RACE SPECIFIED",1,31,33,9TH - 12TH GRADE,8TH GRADE OR BELOW,34.95,39.18,27500.5,0,1,0.526537844
1219004C,0,"HISPANIC, RACE SPECIFIED",1,46,51,8TH GRADE OR BELOW,HIGH SCHOOL DIPLOMA/EQUIVALENT,33.42,53.5,12500.5,1,0,-1.285162123
1219005C,0,"HISPANIC, RACE SPECIFIED",1,41,44,8TH GRADE OR BELOW,8TH GRADE OR BELOW,34.95,39.2,17500.5,1,0,0.29975365
1219006C,0,"HISPANIC, RACE SPECIFIED",1,28,31,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,53.5,35.92,22500.5,0,0,0.286371015
1219009C,0,"HISPANIC, RACE SPECIFIED",2,46,43,SOME COLLEGE,SOME COLLEGE,38.18,33.42,62500.5,0,0,0.164691978
1219015C,0,"HISPANIC, RACE NOT SPECIFIED",1,39,37,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,38.18,38.18,45000.5,0,0,-1.410135347
1219024C,0,"HISPANIC, RACE SPECIFIED",1,33,35,VOC/TECH PROGRAM,9TH - 12TH GRADE,48.69,33.42,17500.5,1,0,-0.279302678
1220005C,1,"HISPANIC, RACE NOT SPECIFIED",1,40,46,HIGH SCHOOL DIPLOMA/EQUIVALENT,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,38.18,35.92,87500.5,0,0,-1.295456458
1220006C,1,"HISPANIC, RACE NOT SPECIFIED",1,49,55,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,35.78,35.78,45000.5,0,0,0.320754093
1220008C,1,"HISPANIC, RACE SPECIFIED",1,43,49,BACHELOR'S DEGREE,SOME COLLEGE,59,33.42,150000.5,0,0,-1.744804168
1220009C,1,"HISPANIC, RACE NOT SPECIFIED",1,41,42,BACHELOR'S DEGREE,SOME COLLEGE,38.18,53.5,87500.5,0,0,-0.770651274
1220011C,1,"HISPANIC, RACE SPECIFIED",1,27,29,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,35.92,45000.5,0,0,0.027674383
1220013C,0,"MORE THAN ONE RACE, NON HISPANIC",1,40,41,VOC/TECH PROGRAM,"MASTER'S DEGREE (MA, MS)",63.43,39.2,62500.5,0,0,-1.131879479
1220017C,1,"HISPANIC, RACE SPECIFIED",1,39,42,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,38.18,53.5,62500.5,0,0,-0.697561498
1220018C,1,"WHITE, NON-HISPANIC",1,40,45,"MASTER'S DEGREE (MA, MS)",VOC/TECH PROGRAM,34.95,62.87,150000.5,0,0,1.221714267
1220019C,1,"HISPANIC, RACE SPECIFIED",1,38,40,BACHELOR'S DEGREE,BACHELOR'S DEGREE,61.56,53.5,150000.5,0,0,0.305106704
1220023C,1,"HISPANIC, RACE NOT SPECIFIED",2,32,34,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,53.5,38.18,200001,0,0,-0.685620069
1220024C,1,"HISPANIC, RACE NOT SPECIFIED",1,39,45,9TH - 12TH GRADE,SOME COLLEGE,61.56,39.2,62500.5,0,0,-1.28351503
1220040C,1,"HISPANIC, RACE NOT SPECIFIED",1,43,43,BACHELOR'S DEGREE,8TH GRADE OR BELOW,34.95,39.2,22500.5,0,0,-0.749136114
1221002C,0,"MORE THAN ONE RACE, NON HISPANIC",1,42,48,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,52.54,87500.5,0,0,1.351628771
1221016C,0,"WHITE, NON-HISPANIC",2,40,43,DOCTORATE OR PROFESSIONAL DEGREE,BACHELOR'S DEGREE,38.18,77.5,200001,0,0,-1.101820022
1221017C,0,"WHITE, NON-HISPANIC",1,45,48,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,53.5,35.78,150000.5,0,0,2.062246697
1221024C,0,"WHITE, NON-HISPANIC",1,40,42,VOC/TECH PROGRAM,BACHELOR'S DEGREE,63.43,35.92,87500.5,0,0,0.539817535
1222001C,0,ASIAN,2,40,40,SOME COLLEGE,VOC/TECH PROGRAM,61.56,53.5,62500.5,0,0,0.62083395
1222002C,0,ASIAN,1,40,40,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,53.5,53.5,87500.5,0,0,0.60086294
1222003C,0,ASIAN,2,42,40,"MASTER'S DEGREE (MA, MS)","MASTER'S DEGREE (MA, MS)",61.56,61.56,150000.5,0,0,1.63853188
1222011C,0,"HISPANIC, RACE SPECIFIED",1,36,35,SOME COLLEGE,SOME COLLEGE,38.18,34.95,62500.5,0,0,1.184345832
1222012C,0,"WHITE, NON-HISPANIC",1,39,44,SOME COLLEGE,BACHELOR'S DEGREE,53.5,39.2,87500.5,0,0,-2.424024373
1222014C,0,"WHITE, NON-HISPANIC",2,38,39,DOCTORATE OR PROFESSIONAL DEGREE,SOME COLLEGE,63.43,59,62500.5,0,0,1.108270698
1222016C,0,"WHITE, NON-HISPANIC",1,39,44,BACHELOR'S DEGREE,SOME COLLEGE,35.78,35.78,150000.5,0,0,1.673120844
1222017C,0,"WHITE, NON-HISPANIC",2,35,35,SOME COLLEGE,SOME COLLEGE,34.95,34.95,150000.5,0,0,0.32960722
1222018C,0,"HISPANIC, RACE SPECIFIED",1,38,42,HIGH SCHOOL DIPLOMA/EQUIVALENT,BACHELOR'S DEGREE,64.89,39.18,150000.5,0,0,-0.482204015
1222019C,0,"WHITE, NON-HISPANIC",1,44,46,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,57.83,35.92,87500.5,0,0,-1.06331921
1222020C,0,"WHITE, NON-HISPANIC",1,30,30,SOME COLLEGE,SOME COLLEGE,38.18,39.18,87500.5,0,0,0.494934236
1222021C,0,"WHITE, NON-HISPANIC",1,38,42,BACHELOR'S DEGREE,BACHELOR'S DEGREE,35.78,34.95,87500.5,0,0,1.244464747
1228006C,0,ASIAN,1,51,47,SOME COLLEGE,DOCTORATE OR PROFESSIONAL DEGREE,53.5,59,87500.5,0,0,-0.628692398
1228007C,0,ASIAN,1,50,50,"MASTER'S DEGREE (MA, MS)","MASTER'S DEGREE (MA, MS)",61.56,61.56,150000.5,0,0,1.311892639
1228010C,0,"WHITE, NON-HISPANIC",1,37,33,SOME COLLEGE,SOME COLLEGE,53.5,39.2,200001,0,0,1.36727616
1228014C,0,"HISPANIC, RACE NOT SPECIFIED",1,34,33,VOC/TECH PROGRAM,HIGH SCHOOL DIPLOMA/EQUIVALENT,33.42,29.6,22500.5,1,0,-0.430011738
1228016C,0,"MORE THAN ONE RACE, NON HISPANIC",1,45,45,DOCTORATE OR PROFESSIONAL DEGREE,DOCTORATE OR PROFESSIONAL DEGREE,61.56,53.5,150000.5,0,0,-0.295155953
1229003C,0,ASIAN,1,32,33,BACHELOR'S DEGREE,BACHELOR'S DEGREE,64.89,39.18,87500.5,0,0,-0.091534013
1229008C,0,ASIAN,1,51,40,BACHELOR'S DEGREE,BACHELOR'S DEGREE,53.5,38.18,62500.5,0,0,0.433271171
1229009C,0,"NATIVE HAWAIIAN, OTHER PACIFIC ISLANDER",1,41,47,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,38.18,33.42,87500.5,0,0,-1.01071516
1229012C,0,"WHITE, NON-HISPANIC",2,40,44,SOME COLLEGE,SOME COLLEGE,35.78,48.69,87500.5,0,0,2.286045533
